collide*(2.1655, 0.3329, 0.4283)*CollisionTracker_LF*(-0.2330, -0.6167, -1.6042) *(-0.3506, -11.9948, -3.1850)*(2.1015, 0.2977, 0.4671)*ObstacleLeftLowNormObstacleLowNormObstacle*(2.2000, 0.3250, 0.4000), 200.216
pressed_ButtonBig(Clone), 203.8372
Off course, 206.4456
Back on course, 206.4567
Off course, 212.7765
Back on course, 213.0428
Off course, 213.5315
Back on course, 213.9424
collide*(0.7106, 1.1154, 1.5085)*CollisionTracker_EYE*(0.1530, 0.3728, 0.3062) *(-0.4466, 1.1974, -0.1550)*(0.6748, 1.0415, 1.4718)*FlagZY*(0.8000, 1.3000, 1.6000), 214.2533
Off course, 214.5425
collide*(0.8398, 1.1302, 1.4866)*CollisionTracker_RH*(-0.1242, 1.9657, 0.2776) *(-24.4554, -13.5012, -11.1783)*(0.8138, 1.1117, 1.5532)*FlagZY*(0.8000, 1.3000, 1.6000), 214.632
Finish Line Tagged, 214.6362
Subject navigating course: False, 214.6413
Loaded course_1_swing, 228.0677
Subject navigating course: False, 228.082
Subject navigating course: True, 228.7641
Off course, 228.786
Back on course, 235.8671
collide*(2.4574, 1.3302, 0.8327)*CollisionTracker_EYE*(-0.7536, 0.0336, 0.2928) *(1.0032, 0.2602, -0.8963)*(2.4850, 1.2460, 0.8484)*HangingObstacle*(2.4000, 1.5058, 0.8000), 238.866
collide*(1.2379, 0.0457, 0.1018)*CollisionTracker_RF*(-0.9626, 0.4186, 0.0379) *(-1.9402, 3.9974, 2.0201)*(1.3302, 0.0660, 0.1412)*StepOverObstacle*(1.2000, 0.0650, 0.0000), 250.3063
pressed_ButtonBig(Clone), 253.3137
collide*(2.3494, 0.2099, 1.5391)*CollisionTracker_RF*(1.6280, 1.0325, 0.2963) *(0.5574, -3.6513, 1.4615)*(2.3279, 0.3031, 1.4626)*StepOverObstacle*(2.4000, 0.0975, 1.6000), 257.3569
collide*(2.3506, 0.0843, 1.7207)*CollisionTracker_LF*(0.7899, 0.6949, 0.5544) *(12.2279, 3.1702, 3.4935)*(2.2714, 0.0800, 1.7424)*StepOverObstacle*(2.4000, 0.0975, 1.6000), 257.8914
collide*(3.5466, 1.1879, 1.5701)*CollisionTracker_RH*(1.3140, 1.6231, 0.2234) *(-12.8424, 10.7868, -6.0268)*(3.6093, 1.1316, 1.6000)*FlagZY*(3.6000, 1.3000, 1.6000), 258.8897
Finish Line Tagged, 258.8961
Subject navigating course: False, 258.9012
