bb,89.66926,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,89.66926,3.392,1.000,0.000,0.000,0.000,0.000,1.000
E,89.66926,4.112,1.314,-0.268,0.145,0.570,-0.021,0.809
RC,89.66926,4.072,0.484,-0.418,0.515,-0.464,0.423,0.584
LF,89.66926,3.725,0.080,-0.107,-0.114,-0.267,0.415,0.862
RF,89.66926,3.817,0.054,-0.351,0.757,0.640,-0.055,0.120
LC,89.66926,4.060,0.866,-0.038,-0.113,0.415,-0.112,0.896
bb,89.77403,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,89.77403,3.454,1.000,0.000,0.000,0.000,0.000,1.000
E,89.77403,4.108,1.315,-0.263,0.147,0.569,-0.020,0.809
RC,89.77403,4.065,0.496,-0.425,0.503,-0.506,0.433,0.551
LF,89.77403,3.724,0.080,-0.107,-0.109,-0.261,0.416,0.864
RF,89.77403,3.817,0.055,-0.351,0.753,0.644,-0.055,0.120
LC,89.77403,4.057,0.870,-0.032,-0.112,0.413,-0.110,0.897
bb,89.88406,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,89.88406,3.521,1.000,0.000,0.000,0.000,0.000,1.000
E,89.88406,4.106,1.314,-0.256,0.153,0.568,-0.020,0.809
RC,89.88406,4.072,0.489,-0.424,0.496,-0.513,0.443,0.542
LF,89.88406,3.721,0.081,-0.108,-0.104,-0.269,0.420,0.860
RF,89.88406,3.815,0.055,-0.351,0.746,0.653,-0.055,0.121
LC,89.88406,4.054,0.874,-0.029,-0.112,0.415,-0.105,0.897
bb,89.99586,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,89.99586,3.590,1.000,0.000,0.000,0.000,0.000,1.000
E,89.99586,4.101,1.307,-0.243,0.168,0.562,-0.032,0.809
RC,89.99586,4.066,0.502,-0.425,0.503,-0.509,0.437,0.545
LF,89.99586,3.706,0.083,-0.115,-0.132,-0.328,0.414,0.839
RF,89.99586,3.814,0.054,-0.350,0.738,0.662,-0.055,0.118
LC,89.99586,4.047,0.896,-0.014,-0.139,0.403,-0.089,0.900
bb,90.10683,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,90.10683,3.660,1.000,0.000,0.000,0.000,0.000,1.000
E,90.10683,4.086,1.302,-0.220,0.172,0.543,-0.044,0.821
RC,90.10683,4.067,0.531,-0.413,0.515,-0.482,0.407,0.580
LF,90.10683,3.666,0.086,-0.125,-0.159,-0.367,0.388,0.830
RF,90.10683,3.813,0.054,-0.350,0.735,0.666,-0.053,0.116
LC,90.10683,4.021,0.981,0.023,-0.268,0.312,0.012,0.912
bb,90.21751,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,90.21751,3.727,1.000,0.000,0.000,0.000,0.000,1.000
E,90.21751,4.059,1.289,-0.194,0.186,0.504,-0.057,0.841
RC,90.21751,4.069,0.604,-0.401,0.524,-0.487,0.368,0.594
LF,90.21751,3.623,0.089,-0.143,-0.196,-0.430,0.356,0.806
RF,90.21751,3.812,0.054,-0.349,0.732,0.670,-0.048,0.113
LC,90.21751,3.988,1.087,0.068,-0.345,0.230,0.135,0.900
bb,90.31756,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,90.31756,3.785,1.000,0.000,0.000,0.000,0.000,1.000
E,90.31756,4.027,1.283,-0.160,0.196,0.466,-0.060,0.861
RC,90.31756,4.058,0.654,-0.386,0.576,-0.500,0.444,0.470
LF,90.31756,3.604,0.086,-0.165,-0.231,-0.507,0.336,0.759
RF,90.31756,3.811,0.054,-0.349,0.728,0.675,-0.040,0.114
LC,90.31756,3.947,1.194,0.074,-0.454,0.201,0.220,0.839
bb,90.42872,3.137,0.296,1.266,0.000,0.000,0.000,1.000
sw,90.42872,3.844,1.000,0.000,0.000,0.000,0.000,1.000
E,90.42872,3.988,1.278,-0.122,0.196,0.440,-0.067,0.874
